id, date, year, unknown1, make, model, spec, type, color, transmission, rim, style, size, mile, zip, state
73574,9/2/2010,2006,4,SCION,TC,Bas,2D COUPE,PURPLE,MANUAL,Alloy,OTHER ASIAN,SPORTS,10715,32219,FL
73575,9/2/2010,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,Covers,TOP LINE ASIAN,MEDIUM,10230,32219,FL
73576,9/2/2010,2004,6,HONDA,CIVIC,LX,4D SEDAN LX AUTO,GOLD,AUTO,Covers,TOP LINE ASIAN,COMPACT,8054,32219,FL
73577,9/2/2010,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,7420,32219,FL
73578,9/2/2010,2006,4,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,12542,32219,FL
73579,9/8/2010,2004,6,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L FFV XLT,GOLD,AUTO,Alloy,AMERICAN,MEDIUM SUV,8880,32219,FL
73580,9/9/2010,2005,5,PONTIAC,MONTANA FWD,Bas,4D MINIVAN EXT 3.4L,GOLD,AUTO,Alloy,AMERICAN,VAN,7690,32219,FL
73581,9/9/2010,2004,6,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,SILVER,AUTO,NULL,TOP LINE ASIAN,MEDIUM,9487,32219,FL
73582,9/9/2010,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,8167,32219,FL
73583,9/9/2010,2002,8,TOYOTA,TUNDRA PICKUP 2WD V8,SR5,EXT CAB 4.7L SR5,BLUE,AUTO,Alloy,TOP LINE ASIAN,LARGE TRUCK,10072,32219,FL
73584,2/26/2009,2004,5,NISSAN,XTERRA 2WD 4C 2.4L I,XE,4D SPORT UTILITY XE,BLUE,AUTO,Covers,TOP LINE ASIAN,MEDIUM SUV,NULL,78227,TX
73585,2/26/2009,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L LXI,BLUE,AUTO,Alloy,AMERICAN,VAN,6234,78227,TX
73586,2/26/2009,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,BLUE,AUTO,Alloy,AMERICAN,VAN,8849,78227,TX
73587,2/26/2009,2003,6,NISSAN,XTERRA 2WD V6 3.3L V,SE,4D SPORT UTILITY SE,BLACK,AUTO,NULL,TOP LINE ASIAN,MEDIUM SUV,6806,78227,TX
73588,2/26/2009,2005,4,PONTIAC,MONTANA FWD 3.4L V6,Bas,4D MINIVAN EXT 3.4L,GREY,AUTO,Alloy,AMERICAN,VAN,6635,78227,TX
73589,3/5/2009,2002,7,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,BLACK,AUTO,Alloy,AMERICAN,LARGE TRUCK,4296,78227,TX
73590,3/5/2009,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,BLACK,AUTO,Covers,AMERICAN,COMPACT,4372,78227,TX
73591,3/5/2009,2004,5,PONTIAC,MONTANA 3.4L V6 SFI,,4D MINIVAN EXT 3.4L,MAROON,AUTO,Alloy,AMERICAN,VAN,10806,78227,TX
73592,3/5/2009,2006,3,MITSUBISHI,LANCER 2.0L I4 MPI,ES,4D SEDAN ES,BLUE,AUTO,Covers,OTHER ASIAN,COMPACT,6824,78227,TX
73593,3/5/2009,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,GT,4D SEDAN GT,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,10353,78227,TX
73594,3/5/2009,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,LARGE,6538,78227,TX
73595,3/5/2009,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GOLD,AUTO,Alloy,AMERICAN,LARGE,6355,78227,TX
73596,3/5/2009,2002,7,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SE SVG,GREY,AUTO,NULL,AMERICAN,MEDIUM,3297,78227,TX
73597,3/5/2009,2002,7,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,GREY,MANUAL,Alloy,AMERICAN,LARGE TRUCK,4905,78227,TX
73598,3/5/2009,2006,3,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,4D SEDAN,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,7683,78227,TX
73599,3/5/2009,2004,5,FORD,FOCUS 2.3L I4 DOHC,SE,4D SEDAN SE,GREY,AUTO,Alloy,AMERICAN,COMPACT,7683,78227,TX
73600,3/5/2009,2005,4,JEEP,LIBERTY 2WD V6 3.7L,Ren,4D SUV RENEGADE,BLUE,AUTO,Alloy,AMERICAN,SMALL SUV,9728,78227,TX
73601,3/5/2009,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,SILVER,AUTO,Covers,OTHER ASIAN,MEDIUM,5609,78227,TX
73602,3/5/2009,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BEIGE,AUTO,Covers,AMERICAN,LARGE,8498,78227,TX
73603,3/5/2009,2006,3,CHRYSLER,SEBRING V6 MFI V6 2.,Tou,4D SEDAN LXI,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,4677,78227,TX
73604,3/5/2009,2005,4,FORD,RANGER PICKUP 2WD 4C,XL,REG CAB 2.3L EDGE,WHITE,AUTO,Covers,AMERICAN,SMALL TRUCK,4332,78227,TX
73605,3/5/2009,2004,5,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,4D SEDAN,GREEN,AUTO,Covers,AMERICAN,COMPACT,4173,78227,TX
73606,3/5/2009,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,Covers,AMERICAN,MEDIUM,6363,78227,TX
73607,3/5/2009,2004,5,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,7207,78227,TX
73608,3/5/2009,2003,6,HYUNDAI,SONATA 4C MFI I-4 2.,Bas,4D SEDAN,GREY,AUTO,Covers,OTHER ASIAN,MEDIUM,3506,78227,TX
73609,3/5/2009,2001,8,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,BLACK,MANUAL,Alloy,AMERICAN,LARGE TRUCK,3296,78227,TX
73610,3/5/2009,2004,5,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,5690,78227,TX
73611,3/5/2009,2001,8,BUICK,LE SABRE Unspecified,Cus,4D SEDAN CUSTOM,SILVER,AUTO,Covers,AMERICAN,LARGE,NULL,78227,TX
73612,3/5/2009,2003,6,NISSAN,XTERRA 2WD V6 3.3L V,SE,4D SPORT UTILITY SE,BLACK,AUTO,NULL,TOP LINE ASIAN,MEDIUM SUV,7018,78227,TX
73613,3/12/2009,2006,3,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,BLUE,AUTO,Alloy,AMERICAN,LARGE,5846,78227,TX
73614,3/12/2009,2003,6,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN SXT,RED,AUTO,Alloy,AMERICAN,COMPACT,3499,78227,TX
73615,3/12/2009,2001,8,SATURN,L SERIES 3.0L V6 EFI,L30,4D SEDAN L300,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,3405,78227,TX
73616,3/12/2009,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,SILVER,AUTO,Covers,OTHER ASIAN,MEDIUM,5088,78227,TX
73617,3/12/2009,2005,4,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,COMPACT,4291,78227,TX
73618,3/12/2009,2004,5,FORD,F150 PICKUP 2WD V6 4,Her,REG CAB 4.2L XL,RED,MANUAL,Alloy,AMERICAN,LARGE TRUCK,5846,78227,TX
73619,3/12/2009,2004,5,MERCURY,MONTEREY 4.2L V6 SPI,Bas,4D WAGON,SILVER,AUTO,Alloy,AMERICAN,VAN,6329,78227,TX
73620,3/12/2009,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,BLUE,AUTO,Alloy,AMERICAN,LARGE TRUCK,7128,78227,TX
73621,3/12/2009,2006,3,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,WHITE,AUTO,Covers,AMERICAN,MEDIUM,6378,78227,TX
73622,3/12/2009,2006,3,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,BLACK,AUTO,Alloy,AMERICAN,LARGE,10555,78227,TX
73623,3/12/2009,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,SILVER,AUTO,Covers,AMERICAN,MEDIUM,4131,78227,TX
73624,3/12/2009,2003,6,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,SILVER,AUTO,Covers,OTHER ASIAN,MEDIUM,3380,78227,TX
73625,3/12/2009,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,MAROON,AUTO,Covers,AMERICAN,MEDIUM,7865,78227,TX
73626,3/19/2009,2005,4,MAZDA,MAZDA6 2.3L I4 MFI /,i,4D SEDAN I,RED,AUTO,Alloy,OTHER ASIAN,MEDIUM,8319,78227,TX
73627,3/19/2009,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,LARGE,1886,78227,TX
73628,3/19/2009,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,2193,78227,TX
73629,3/19/2009,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,Covers,AMERICAN,MEDIUM,3314,78227,TX
73630,3/19/2009,2002,7,FORD,TAURUS 3.0L V6 EFI D,SE,4D WAGON SE DURATEC,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,6686,78227,TX
73631,3/19/2009,2003,6,DODGE,STRATUS 4C 2.4L I-4,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,2995,78227,TX
73632,3/19/2009,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,NULL,78227,TX
73633,3/19/2009,2001,8,MAZDA,TRIBUTE 4WD V6 3.0L,LX,4D SPORT UTILITY ES,SILVER,AUTO,Alloy,OTHER ASIAN,SMALL SUV,3545,78227,TX
73634,3/19/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,NULL,78227,TX
73635,3/26/2009,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,NULL,78227,TX
73636,3/26/2009,2001,8,FORD,F150 PICKUP 2WD V6 4,XL,REG CAB 4.2L XL,BLUE,AUTO,Alloy,AMERICAN,LARGE TRUCK,3372,78227,TX
73637,3/26/2009,2005,4,DODGE,CARAVAN FWD V6 3.3L,SXT,MINIVAN 3.3L SE,SILVER,AUTO,Alloy,AMERICAN,VAN,5873,78227,TX
73638,3/26/2009,2006,3,CHEVROLET,IMPALA 3.9L V6 SFI,LT,4D SEDAN LT 3.9L,WHITE,AUTO,Alloy,AMERICAN,LARGE,6569,78227,TX
73639,3/26/2009,2004,5,CHEVROLET,IMPALA 3.8L V6 SFI,LS,4D SEDAN LS,SILVER,AUTO,Alloy,AMERICAN,LARGE,6112,78227,TX
73640,3/26/2009,2006,3,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,6245,78227,TX
73641,3/26/2009,2006,3,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.3L,WHITE,AUTO,Covers,AMERICAN,LARGE TRUCK,2227,78227,TX
73642,3/26/2009,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE AWD,SILVER,AUTO,Alloy,AMERICAN,LARGE,5979,78227,TX
73643,3/26/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,Alloy,AMERICAN,MEDIUM,NULL,78227,TX
73644,3/26/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,LX,4D SEDAN LX,GOLD,AUTO,Covers,AMERICAN,MEDIUM,3306,78227,TX
73645,3/26/2009,2003,6,FORD,ESCAPE 2WD V6 3.0L V,XLS,4D CUV 3.0L XLS,GREY,AUTO,Alloy,AMERICAN,SMALL SUV,5293,78227,TX
73646,3/26/2009,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,GOLD,AUTO,NULL,AMERICAN,MEDIUM,4589,78227,TX
73647,3/26/2009,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,9080,78227,TX
73648,3/31/2009,2005,4,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,WHITE,AUTO,Alloy,AMERICAN,MEDIUM SUV,9391,78227,TX
73649,4/2/2009,2002,7,CHRYSLER,VOYAGER FWD V6 3.3L,Bas,MINIVAN 3.3L,SILVER,AUTO,NULL,AMERICAN,VAN,3011,78227,TX
73650,4/2/2009,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT,GREY,AUTO,NULL,AMERICAN,LARGE,5006,78227,TX
73651,4/2/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,Covers,AMERICAN,MEDIUM,4483,78227,TX
73652,4/2/2009,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,WHITE,AUTO,NULL,AMERICAN,LARGE TRUCK,8739,78227,TX
73653,4/2/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,NULL,AMERICAN,MEDIUM,3012,78227,TX
73654,4/2/2009,2005,4,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,SILVER,AUTO,NULL,AMERICAN,COMPACT,3989,78227,TX
73655,4/2/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES DURATEC,BLACK,AUTO,NULL,AMERICAN,MEDIUM,3459,78227,TX
73656,4/2/2009,2004,5,FORD,EXPLORER 4WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,WHITE,AUTO,NULL,AMERICAN,MEDIUM SUV,7652,78227,TX
73657,4/2/2009,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,SILVER,AUTO,NULL,AMERICAN,MEDIUM,3057,78227,TX
73658,4/2/2009,2005,4,FORD,F150 PICKUP 2WD V8 5,Lar,EXT CAB 5.4L LARIAT,WHITE,AUTO,NULL,AMERICAN,LARGE TRUCK,13265,78227,TX
73659,4/2/2009,2002,7,CHEVROLET,MONTE CARLO 3.8L V6,SS,2D COUPE SS,GOLD,AUTO,NULL,AMERICAN,LARGE,4973,78227,TX
73660,4/2/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES DURATEC,GREY,AUTO,NULL,AMERICAN,MEDIUM,3459,78227,TX
73661,4/2/2009,2005,4,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,RED,AUTO,NULL,AMERICAN,LARGE,7217,78227,TX
73662,4/2/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,NULL,AMERICAN,MEDIUM,4450,78227,TX
73663,4/2/2009,2005,4,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,MAROON,AUTO,NULL,AMERICAN,MEDIUM,4419,78227,TX
73664,4/2/2009,2002,7,LINCOLN,TOWN CAR 4.6L V8 EFI,Sig,4D SEDAN SIGNATURE LTD,GREEN,AUTO,NULL,AMERICAN,LARGE,5335,78227,TX
73665,4/2/2009,2005,4,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,4D SEDAN,GREEN,AUTO,NULL,AMERICAN,COMPACT,3848,78227,TX
73666,4/9/2009,2003,6,FORD,WINDSTAR FWD V6 3.8L,SE,4D PASSENGER 3.8L SE,GREEN,AUTO,Alloy,AMERICAN,VAN,4154,78227,TX
73667,4/9/2009,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,BLACK,AUTO,Alloy,AMERICAN,CROSSOVER,7208,78227,TX
73668,4/9/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,Covers,AMERICAN,MEDIUM,4483,78227,TX
73669,4/9/2009,2003,6,PONTIAC,MONTANA 3.4L V6 EFI,,4D MINIVAN 3.4L VALUE,GOLD,AUTO,Alloy,AMERICAN,VAN,2576,78227,TX
73670,4/9/2009,2002,7,CHEVROLET,SUBURBAN 1500 2WD 5.,150,4D UTILITY 5.3L FFV LS,BEIGE,AUTO,Alloy,AMERICAN,LARGE SUV,6697,78227,TX
73671,4/9/2009,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,Covers,AMERICAN,MEDIUM,4265,78227,TX
73672,4/9/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,Covers,AMERICAN,MEDIUM,4483,78227,TX
73673,4/9/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,BEIGE,AUTO,Alloy,AMERICAN,MEDIUM,3364,78227,TX
73674,4/9/2009,2005,4,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,WHITE,AUTO,Covers,AMERICAN,VAN,4338,78227,TX
73675,4/9/2009,2004,5,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE1,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,4310,78227,TX
73676,4/9/2009,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BEIGE,AUTO,Alloy,AMERICAN,VAN,6982,78227,TX
73677,4/9/2009,2005,4,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,BLUE,MANUAL,Covers,AMERICAN,COMPACT,4195,78227,TX
73678,4/9/2009,2003,6,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,BLACK,AUTO,Alloy,AMERICAN,MEDIUM,3674,78227,TX
73679,4/9/2009,2004,5,CHEVROLET,AVEO 1.6L I-4 MPI DO,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,COMPACT,3615,78227,TX
73680,4/9/2009,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,Bas,4D SEDAN,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,3643,78227,TX
73681,4/9/2009,2001,8,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,2501,78227,TX
73682,4/9/2009,2003,6,PONTIAC,GRAND PRIX 3.8L V6 M,GT,4D SEDAN GT,GOLD,AUTO,Alloy,AMERICAN,LARGE,4591,78227,TX
73683,4/16/2009,2004,5,CHEVROLET,1500 SILVERADO PICKU,LS,CREW CAB 5.3L,BLACK,AUTO,Alloy,AMERICAN,LARGE TRUCK,8795,78227,TX
73684,4/16/2009,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,6378,78227,TX
73685,4/16/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SEL,4D SEDAN SE COMFORT,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,4428,78227,TX
73686,4/16/2009,2004,5,PONTIAC,SUNFIRE 2.2L I4 MPI,SE,2D COUPE,GOLD,AUTO,Alloy,AMERICAN,COMPACT,3743,78227,TX
73687,4/16/2009,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,BLACK,AUTO,Covers,AMERICAN,MEDIUM,5339,78227,TX
73688,4/16/2009,2003,6,FORD,EXPLORER 2WD V6 4.0L,Spo,2D SUV 4.0L SPORT XLS,WHITE,AUTO,Alloy,AMERICAN,MEDIUM SUV,4664,78227,TX
73689,4/16/2009,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,MAROON,AUTO,Alloy,AMERICAN,LARGE,6440,78227,TX
73690,4/16/2009,2004,5,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN,BLACK,AUTO,Covers,AMERICAN,LARGE,4169,78227,TX
73691,4/16/2009,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,Covers,AMERICAN,MEDIUM,4564,78227,TX
73692,4/16/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLUE,AUTO,Covers,AMERICAN,MEDIUM,4450,78227,TX
73693,4/23/2009,2007,2,CHEVROLET,IMPALA V6 3.5L V6 SF,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Alloy,AMERICAN,LARGE,10053,78227,TX
73694,4/23/2009,2003,6,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,MAROON,AUTO,Covers,AMERICAN,MEDIUM,3265,78227,TX
73695,4/23/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,GREY,AUTO,Alloy,AMERICAN,MEDIUM,3513,78227,TX
73696,4/23/2009,2005,4,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,BLACK,AUTO,Covers,AMERICAN,MEDIUM,4473,78227,TX
73697,4/23/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,Covers,AMERICAN,MEDIUM,4483,78227,TX
73698,4/23/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,3717,78227,TX
73699,4/23/2009,2005,4,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,WHITE,AUTO,Covers,OTHER ASIAN,MEDIUM,0,78227,TX
73700,4/23/2009,2002,7,FORD,FOCUS 2.0L I4 SFI,SE,4D SEDAN SE,BLACK,MANUAL,Alloy,AMERICAN,COMPACT,2796,78227,TX
73701,4/23/2009,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLUE,AUTO,Covers,AMERICAN,MEDIUM,4483,78227,TX
73702,4/23/2009,2007,2,DODGE,DURANGO 2WD V8 4.7L,Adv,4D SUV 4.7L FFV SLT,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,14145,78227,TX
73703,4/23/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,3364,78227,TX
73704,4/23/2009,2003,6,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,RED,AUTO,Alloy,AMERICAN,MEDIUM,3416,78227,TX
73705,4/23/2009,2006,3,CHRYSLER,SEBRING V6 MFI V6 2.,Tou,4D SEDAN LXI,GOLD,AUTO,Alloy,AMERICAN,MEDIUM,5732,78227,TX
73706,4/30/2009,2001,8,FORD,FOCUS 2.0L I4 SFI,LX,4D SEDAN LX,GREEN,AUTO,Alloy,AMERICAN,COMPACT,2119,78227,TX
73707,4/30/2009,2003,6,BUICK,CENTURY V6 3.1L V6 S,Cus,4D SEDAN CUSTOM,GOLD,AUTO,Covers,AMERICAN,MEDIUM,3869,78227,TX
73708,4/30/2009,2005,4,HYUNDAI,ACCENT 1.6L I4 MPI,GLS,4D SEDAN GLS,GREY,AUTO,Covers,OTHER ASIAN,COMPACT,4018,78227,TX
73709,4/30/2009,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,Covers,AMERICAN,VAN,5936,78227,TX
73710,4/30/2009,2005,4,KIA,RIO 1.6L I4 MPI,Bas,4D SEDAN,GREY,AUTO,Covers,OTHER ASIAN,COMPACT,3027,78227,TX
73711,4/30/2009,2005,4,SATURN,ION 2.2L I4 EFI,1,4D SEDAN LEVEL 1,MAROON,AUTO,Covers,AMERICAN,MEDIUM,4706,78227,TX
73712,4/30/2009,2003,6,MITSUBISHI,MONTERO SPORT 2WD V6,LS,4D SPORT UTILITY ES,GOLD,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,4407,78227,TX
73713,4/30/2009,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,Covers,AMERICAN,MEDIUM,6515,78227,TX
73714,4/30/2009,2003,6,FORD,F150 PICKUP 2WD V8 4,XLT,CREW CAB 4.6L KING RANCH,RED,AUTO,Alloy,AMERICAN,LARGE TRUCK,9226,78227,TX
73715,5/1/2009,2005,4,HYUNDAI,SANTA FE 2WD V6 3.5L,GLS,4D CUV 3.5L,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,9205,78227,TX
73716,5/7/2009,2004,5,FORD,EXPLORER 2WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,WHITE,AUTO,Covers,AMERICAN,MEDIUM SUV,6340,78227,TX
73717,5/7/2009,2004,5,CHRYSLER,SEBRING 4C 2.4L I-4,Bas,2D CONVERTIBLE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,4533,78227,TX
73718,5/7/2009,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,WHITE,AUTO,Alloy,AMERICAN,COMPACT,4215,78227,TX
73719,5/7/2009,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,BLACK,AUTO,Alloy,AMERICAN,LARGE,7267,78227,TX
73720,8/27/2009,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,WHITE,AUTO,Covers,AMERICAN,COMPACT,8317,78227,TX
73721,8/27/2009,2005,4,CHEVROLET,COLORADO PICKUP 2WD,Bas,EXT CAB 3.5L LS,ORANGE,AUTO,Alloy,AMERICAN,SMALL TRUCK,6795,78227,TX
73722,8/27/2009,2005,4,MAZDA,MAZDA3 2.0L I-4 MPI,i,4D SEDAN I,PURPLE,AUTO,NULL,OTHER ASIAN,MEDIUM,8652,78227,TX
73723,8/27/2009,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,WHITE,AUTO,Covers,AMERICAN,COMPACT,5897,78227,TX
73724,8/27/2009,2006,3,PONTIAC,MONTANA FWD 3.5L V6,SV6,4D MINIVAN EXT 3.5L,GOLD,AUTO,Alloy,AMERICAN,VAN,0,78227,TX
73725,8/27/2009,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,COMPACT,4193,78227,TX
73726,9/3/2009,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,Covers,AMERICAN,MEDIUM,6688,78227,TX
73727,9/3/2009,2005,4,FORD,FREESTAR FWD V6 3.9L,SES,4D PASSENGER 3.9L SES,RED,AUTO,Alloy,AMERICAN,VAN,5329,78227,TX
